1	0.270000	0.420000
2	0.870000	0.980000
3	0.870000	1.230000
4	1.320000	1.860000
5	1.240000	1.910000
6	1.750000	2.330000
7	2.010000	2.770000
8	2.420000	3.310000
9	2.670000	3.690000
10	2.790000	4.040000
11	3.160000	4.470000
12	3.400000	4.690000
13	3.640000	5.070000
14	3.930000	5.820000
15	3.960000	5.990000
16	3.770000	5.670000
17	4.800000	6.710000
18	4.960000	7.290000
19	5.430000	7.340000
20	5.650000	8.010000
21	5.630000	8.300000
22	6.190000	8.400000
23	6.670000	8.900000
24	6.560000	9.230000
25	6.740000	9.590000
26	6.720000	9.880000
27	8.110000	10.600000
28	7.170000	10.610000
29	7.550000	10.280000
30	8.700000	11.540000
31	8.890000	11.880000
32	8.650000	12.180000
33	9.200000	12.620000
34	9.590000	13.310000
35	10.530000	13.360000
36	10.800000	14.660000
37	10.320000	14.220000
38	10.210000	14.390000
39	10.900000	14.620000
40	11.120000	14.760000
41	11.590000	16.100000
42	11.760000	15.990000
43	11.930000	16.240000
44	12.220000	16.799999
45	11.940000	16.559999
46	12.620000	16.420000
47	11.920000	16.700001
48	12.520000	17.379999
49	12.900000	17.870001
50	13.300000	18.180000
51	14.140000	18.959999
52	13.800000	18.799999
53	13.990000	19.230000
54	13.990000	19.129999
55	14.200000	19.350000
56	15.560000	20.830000
57	15.130000	19.959999
58	14.960000	20.450001
59	14.900000	20.250000
60	15.860000	21.350000
61	15.750000	21.740000
62	16.049999	21.840000
63	16.959999	22.490000
64	16.590000	22.200001
65	17.230000	23.129999
66	16.990000	23.049999
67	17.480000	23.670000
68	18.639999	24.700001
69	18.750000	24.230000
70	18.360001	24.830000
71	18.280001	24.190001
72	19.180000	25.740000
73	18.900000	25.540001
74	19.150000	25.190001
75	19.350000	26.280001
76	19.770000	26.379999
77	20.010000	26.570000
78	19.830000	26.879999
79	19.690001	27.020000
80	20.450001	27.100000
81	20.000000	26.590000
82	20.580000	27.830000
83	21.120001	28.080000
84	20.340000	28.080000
85	21.219999	28.440001
86	21.530001	29.549999
87	22.780001	29.920000
88	21.430000	29.610001
89	23.469999	30.540001
90	22.799999	30.170000
91	23.200001	30.590000
92	23.170000	30.650000
93	23.690001	31.190001
94	22.930000	30.719999
95	23.840000	31.360001
96	23.639999	31.610001
97	24.030001	31.920000
98	25.379999	32.869999
99	24.670000	32.770000
100	24.570000	32.610001
